date,death,pm10,tempf,season
12/18/1988,28,-10.878122,24,Autumn
12/19/1988,19,,37.5,Autumn
12/20/1988,23,0.007751938,45,Autumn
12/21/1988,24,,50,Autumn
12/22/1988,23,-9.84375,36,Autumn
12/23/1988,20,,35.5,Autumn
12/24/1988,20,0.043692131,47,Autumn
12/25/1988,25,,45.5,Autumn
12/26/1988,29,-31.291338,35.5,Autumn
12/27/1988,14,,39.5,Autumn
12/28/1988,13,-17.881889,50.5,Autumn
12/29/1988,18,,30.5,Autumn
12/30/1988,22,-9.8141413,33.5,Autumn
12/31/1988,26,,40,Autumn
1/1/1989,19,-9.2777777,36,Winter
1/2/1989,23,,41,Winter
1/3/1989,28,-7.888,36,Winter
1/4/1989,16,,25.5,Winter
1/5/1989,20,-19.685076,22.5,Winter
1/6/1989,29,,30.5,Winter
1/7/1989,18,2.782258,32,Winter
1/8/1989,27,,41,Winter
1/9/1989,33,,41.5,Winter
1/10/1989,18,,34,Winter
1/11/1989,31,2.3500378,38,Winter
1/12/1989,28,,41,Winter
1/13/1989,20,,36,Winter
1/14/1989,19,,28.5,Winter
1/15/1989,19,-8.8099174,46.5,Winter
1/16/1989,28,,38.5,Winter
1/17/1989,17,-6.5987501,38.5,Winter
1/18/1989,19,,41,Winter
1/19/1989,18,43.133335,45.5,Winter
1/20/1989,22,,39,Winter
1/21/1989,23,,26,Winter
1/22/1989,19,,31,Winter
1/23/1989,21,0.13041666,38.5,Winter
1/24/1989,18,,44.5,Winter
1/25/1989,19,,41.5,Winter
1/26/1989,19,,45,Winter
1/27/1989,27,6.7310925,44.5,Winter
1/28/1989,11,,38,Winter
1/29/1989,20,3.0901515,46,Winter
1/30/1989,21,,50,Winter
1/31/1989,22,2.1525424,43.5,Winter
2/1/1989,35,,56,Winter
2/2/1989,18,,48,Winter
2/3/1989,23,,40,Winter
2/4/1989,20,-6.8474574,28,Winter
2/5/1989,16,,29,Winter
2/6/1989,20,,40,Winter
2/7/1989,15,,33.5,Winter
2/8/1989,23,-10.743589,31,Winter
2/9/1989,17,,23.5,Winter
2/10/1989,24,-9.3810635,25,Winter
2/11/1989,17,,33,Winter
2/12/1989,17,-2.3017242,34,Winter
2/13/1989,30,,29.5,Winter
2/14/1989,24,,48.5,Winter
2/15/1989,20,,55,Winter
2/16/1989,25,23.774952,44,Winter
2/17/1989,20,,30.5,Winter
2/18/1989,19,,29.5,Winter
2/19/1989,24,,34,Winter
2/20/1989,24,1.9385965,41.5,Winter
2/21/1989,29,,46,Winter
2/22/1989,27,-12.309091,47.5,Winter
2/23/1989,22,,36.5,Winter
2/24/1989,16,-10.327434,27,Winter
2/25/1989,25,,27.5,Winter
2/26/1989,26,,34,Winter
2/27/1989,24,,37,Winter
2/28/1989,32,-11.327272,33,Winter
3/1/1989,22,,34.5,Winter
3/2/1989,21,,35,Winter
3/3/1989,32,,35.5,Winter
3/4/1989,18,6,41,Winter
3/5/1989,26,,42,Winter
3/6/1989,27,-8.454545,35.5,Winter
3/7/1989,19,,23.5,Winter
3/8/1989,25,-17.799999,24,Winter
3/9/1989,32,,32,Winter
3/10/1989,19,,38,Winter
3/11/1989,29,,34.5,Winter
3/12/1989,31,2.6181817,40.5,Winter
3/13/1989,32,,34,Winter
3/14/1989,22,,39.5,Winter
3/15/1989,22,,59.5,Winter
3/16/1989,24,26.555555,50,Winter
3/17/1989,28,,53,Winter
3/18/1989,24,-0.99582386,62,Winter
3/19/1989,24,,38.5,Winter
3/20/1989,25,-26.616823,36,Winter
3/21/1989,19,,43.5,Winter
3/22/1989,18,,38,Winter
3/23/1989,21,,38,Winter
3/24/1989,25,-5.0157576,39,Winter
3/25/1989,16,,51,Winter
3/26/1989,26,,55.5,Winter
3/27/1989,21,,56.5,Winter
3/28/1989,30,9.7047615,71.5,Winter
3/29/1989,28,,72.5,Winter
3/30/1989,23,8.2805996,57.5,Winter
3/31/1989,18,,49.5,Winter
4/1/1989,16,-10.096154,43,Spring
4/2/1989,22,,41.5,Spring
4/3/1989,27,,58.5,Spring
4/4/1989,33,,67,Spring
4/5/1989,21,7.6833181,59.5,Spring
4/6/1989,22,,49,Spring
4/7/1989,18,,44,Spring
4/8/1989,21,,44,Spring
4/9/1989,21,-19.18,49,Spring
4/10/1989,20,,42.5,Spring
4/11/1989,18,-13.981818,42.5,Spring
4/12/1989,23,,43.5,Spring
4/13/1989,20,17.939394,46,Spring
4/14/1989,29,,45,Spring
4/15/1989,33,,51,Spring
4/16/1989,15,,55,Spring
4/17/1989,18,-14.254639,56.5,Spring
4/18/1989,19,,65,Spring
4/19/1989,10,,54.5,Spring
4/20/1989,22,,52.5,Spring
4/21/1989,13,-11.041237,54.5,Spring
4/22/1989,18,,54.5,Spring
4/23/1989,18,-11.203704,47,Spring
4/24/1989,15,,53,Spring
4/25/1989,19,32.621052,59.5,Spring
4/26/1989,29,,63.5,Spring
4/27/1989,23,,62.5,Spring
4/28/1989,20,,59.5,Spring
4/29/1989,21,-4.2478948,55.5,Spring
4/30/1989,24,,66,Spring
5/1/1989,22,,60,Spring
5/2/1989,22,,59.5,Spring
5/3/1989,15,-8.152174,56.5,Spring
5/4/1989,19,,53.5,Spring
5/5/1989,25,-2.823077,58.5,Spring
5/6/1989,30,,62.5,Spring
5/7/1989,27,-28.10989,47,Spring
5/8/1989,22,,52,Spring
5/9/1989,13,,56,Spring
5/10/1989,32,,51.5,Spring
5/11/1989,24,-24.683125,53,Spring
5/12/1989,18,,52,Spring
5/13/1989,18,,54,Spring
5/14/1989,21,,62,Spring
5/15/1989,20,-4.5056181,62.5,Spring
5/16/1989,21,,58,Spring
5/17/1989,25,-17.216391,68.5,Spring
5/18/1989,27,,69,Spring
5/19/1989,13,12.352273,70,Spring
5/20/1989,18,,69.5,Spring
5/21/1989,17,,70,Spring
5/22/1989,13,,68,Spring
5/23/1989,22,13.484281,64.5,Spring
5/24/1989,24,,64.5,Spring
5/25/1989,21,,66.5,Spring
5/26/1989,22,,74.5,Spring
5/27/1989,15,51.882355,69.5,Spring
5/28/1989,25,,61.5,Spring
5/29/1989,22,-22.236103,63,Spring
5/30/1989,22,,69.5,Spring
5/31/1989,28,4.5783134,76.5,Spring
6/1/1989,26,,80.5,Spring
6/2/1989,25,,80,Spring
6/3/1989,21,,73.5,Spring
6/4/1989,26,7.7884889,76,Spring
6/5/1989,15,,72.5,Spring
6/6/1989,16,,72.5,Spring
6/7/1989,23,,66,Spring
6/8/1989,13,-12.037974,71,Spring
6/9/1989,18,,72.5,Spring
6/10/1989,17,-9.9433966,72,Spring
6/11/1989,14,,67,Spring
6/12/1989,16,-10.192307,65.5,Spring
6/13/1989,12,,74.5,Spring
6/14/1989,19,,71.5,Spring
6/15/1989,21,,76,Spring
6/16/1989,21,0.46098039,75.5,Spring
6/17/1989,12,,72.5,Spring
6/18/1989,17,,72,Spring
6/19/1989,16,,73.5,Spring
6/20/1989,16,19.653334,73,Spring
6/21/1989,23,,76,Spring
6/22/1989,20,-12.785148,76,Spring
6/23/1989,25,,77,Spring
6/24/1989,11,-8.4657536,75.5,Spring
6/25/1989,17,,78,Spring
6/26/1989,16,,82.5,Spring
6/27/1989,21,,82.5,Spring
6/28/1989,18,53.665844,75.5,Spring
6/29/1989,17,,69,Spring
6/30/1989,22,,70,Spring
7/1/1989,13,,69.5,Summer
7/2/1989,20,0.56521738,74,Summer
7/3/1989,15,,75.5,Summer
7/4/1989,21,10.515555,75.5,Summer
7/5/1989,14,,76,Summer
7/6/1989,16,-23.731344,77,Summer
7/7/1989,21,,81,Summer
7/8/1989,18,,76.5,Summer
7/9/1989,20,,75.5,Summer
7/10/1989,28,-6.6008897,81,Summer
7/11/1989,22,,86,Summer
7/12/1989,24,,77,Summer
7/13/1989,19,,69,Summer
7/14/1989,20,,72.5,Summer
7/15/1989,16,,72.5,Summer
7/16/1989,18,-10.807693,69.5,Summer
7/17/1989,19,,71,Summer
7/18/1989,13,,72.5,Summer
7/19/1989,21,,72.5,Summer
7/20/1989,25,,77.5,Summer
7/21/1989,20,,78,Summer
7/22/1989,17,2.0667307,82.5,Summer
7/23/1989,17,,84.5,Summer
7/24/1989,25,,82,Summer
7/25/1989,12,,83.5,Summer
7/26/1989,16,21.41791,81.5,Summer
7/27/1989,23,,79,Summer
7/28/1989,28,26.924423,78.5,Summer
7/29/1989,19,,71,Summer
7/30/1989,20,-8.530303,68.5,Summer
7/31/1989,21,,66.5,Summer
8/1/1989,17,,73,Summer
8/2/1989,19,,72.5,Summer
8/3/1989,27,5.2880769,77.5,Summer
8/4/1989,22,,81.5,Summer
8/5/1989,16,,83.5,Summer
8/6/1989,10,,83.5,Summer
8/7/1989,24,,74,Summer
8/8/1989,20,,65.5,Summer
8/9/1989,13,-9.3627338,65,Summer
8/10/1989,21,,67,Summer
8/11/1989,16,11.969231,65.5,Summer
8/12/1989,18,,69,Summer
8/13/1989,26,,76.5,Summer
8/14/1989,21,,75.5,Summer
8/15/1989,17,15.449662,74.5,Summer
8/16/1989,18,,78,Summer
8/17/1989,19,,77,Summer
8/18/1989,22,,71,Summer
8/19/1989,13,-3.8307693,69.5,Summer
8/20/1989,18,,75.5,Summer
8/21/1989,20,6.5055771,78,Summer
8/22/1989,21,,77.5,Summer
8/23/1989,16,12.15625,81.5,Summer
8/24/1989,23,,73.5,Summer
8/25/1989,17,,70,Summer
8/26/1989,20,,72,Summer
8/27/1989,21,4.4117646,73,Summer
8/28/1989,20,,78,Summer
8/29/1989,22,,77.5,Summer
8/30/1989,22,,78.5,Summer
8/31/1989,15,1.09375,71.5,Summer
9/1/1989,22,,73.5,Summer
9/2/1989,15,15.461965,75,Summer
9/3/1989,18,,68,Summer
9/4/1989,17,-25.857143,66.5,Summer
9/5/1989,20,,66,Summer
9/6/1989,22,,70,Summer
9/7/1989,15,,70.5,Summer
9/8/1989,13,27.792698,71.5,Summer
9/9/1989,18,,76,Summer
9/10/1989,19,,79.5,Summer
9/11/1989,18,,80,Summer
9/12/1989,25,28.476191,73.5,Summer
9/13/1989,15,,72.5,Summer
9/14/1989,21,6.4000001,77,Summer
9/15/1989,17,,76.5,Summer
9/16/1989,26,-5.1451612,70,Summer
9/17/1989,18,,72.5,Summer
9/18/1989,23,,65.5,Summer
9/19/1989,15,,63,Summer
9/20/1989,27,-24.677361,72.5,Summer
9/21/1989,15,,80.5,Summer
9/22/1989,19,,78,Summer
9/23/1989,14,,66.5,Summer
9/24/1989,20,-21.854839,52,Summer
9/25/1989,21,,53.5,Summer
9/26/1989,21,-5.5948596,65,Summer
9/27/1989,12,,56,Summer
9/28/1989,16,-19.737705,53.5,Summer
9/29/1989,16,,61.5,Summer
9/30/1989,23,,63.5,Summer
10/1/1989,19,,62.5,Autumn
10/2/1989,22,-16.518036,68,Autumn
10/3/1989,24,,64.5,Autumn
10/4/1989,15,,52,Autumn
10/5/1989,18,,56,Autumn
10/6/1989,19,,61,Autumn
10/7/1989,13,,53,Autumn
10/8/1989,13,-18.018036,47.5,Autumn
10/9/1989,17,,47,Autumn
10/10/1989,32,-8.6000004,49.5,Autumn
10/11/1989,24,,55,Autumn
10/12/1989,18,,59.5,Autumn
10/13/1989,23,,67.5,Autumn
10/14/1989,26,39.01458,67,Autumn
10/15/1989,19,,72,Autumn
10/16/1989,21,,70.5,Autumn
10/17/1989,26,,68,Autumn
10/18/1989,22,46.066666,56.5,Autumn
10/19/1989,18,,51,Autumn
10/20/1989,20,-26.843929,50.5,Autumn
10/21/1989,20,,45.5,Autumn
10/22/1989,17,,53.5,Autumn
10/23/1989,18,,51.5,Autumn
10/24/1989,24,,52.5,Autumn
10/25/1989,17,,55.5,Autumn
10/26/1989,23,35.270729,61.5,Autumn
10/27/1989,22,,61,Autumn
10/28/1989,25,,63,Autumn
10/29/1989,17,,61,Autumn
10/30/1989,21,,59,Autumn
10/31/1989,25,,63.5,Autumn
11/1/1989,21,-10.358036,51,Autumn
11/2/1989,13,,47.5,Autumn
11/3/1989,19,,44.5,Autumn
11/4/1989,24,,40,Autumn
11/5/1989,26,,47,Autumn
11/6/1989,22,,56,Autumn
11/7/1989,24,7.7849402,50,Autumn
11/8/1989,26,,53,Autumn
11/9/1989,22,,57.5,Autumn
11/10/1989,22,,46.5,Autumn
11/11/1989,28,-22.847458,44.5,Autumn
11/12/1989,17,,53.5,Autumn
11/13/1989,25,0.42927274,49,Autumn
11/14/1989,35,,63,Autumn
11/15/1989,18,1.0689656,65.5,Autumn
11/16/1989,23,,52.5,Autumn
11/17/1989,32,,38,Autumn
11/18/1989,22,,38.5,Autumn
11/19/1989,19,-12.848036,34,Autumn
11/20/1989,15,,53,Autumn
11/21/1989,31,,38,Autumn
11/22/1989,21,,30,Autumn
11/23/1989,24,,28.5,Autumn
11/24/1989,20,,27.5,Autumn
11/25/1989,23,-12.755982,35,Autumn
11/26/1989,23,,49,Autumn
11/27/1989,21,,42,Autumn
11/28/1989,24,,54,Autumn
11/29/1989,19,,34,Autumn
11/30/1989,27,,33,Autumn
12/1/1989,21,-8.0444565,35,Autumn
12/2/1989,25,,39.5,Autumn
12/3/1989,16,,31.5,Autumn
12/4/1989,27,,26,Autumn
12/5/1989,26,,34,Autumn
12/6/1989,28,,40,Autumn
12/7/1989,31,34.601963,39,Autumn
12/8/1989,21,,25.5,Autumn
12/9/1989,14,,21.5,Autumn
12/10/1989,26,,25,Autumn
12/11/1989,15,,27.5,Autumn
12/12/1989,25,,32.5,Autumn
12/13/1989,15,11.601964,28.5,Autumn
12/14/1989,17,,22,Autumn
12/15/1989,20,,24.5,Autumn
12/16/1989,29,,20,Autumn
12/17/1989,23,,14.5,Autumn
12/18/1989,25,,20,Autumn
12/19/1989,16,4.5171928,16.5,Autumn
12/20/1989,23,,22,Autumn
12/21/1989,27,,18.5,Autumn
12/22/1989,21,,10.5,Autumn
12/23/1989,19,,14,Autumn
12/24/1989,25,,16,Autumn
12/25/1989,20,-18.398035,18,Autumn
12/26/1989,35,,26.5,Autumn
12/27/1989,18,,15.5,Autumn
12/28/1989,33,,29.5,Autumn
12/29/1989,24,,28,Autumn
12/30/1989,24,,35,Autumn
12/31/1989,24,8.3599997,36,Autumn
1/1/1990,24,,40,Winter
1/2/1990,23,,35.5,Winter
1/3/1990,27,,37.5,Winter
1/4/1990,30,,40,Winter
1/5/1990,22,,44.5,Winter
1/6/1990,34,-5.3616118,42.5,Winter
1/7/1990,25,,33.5,Winter
1/8/1990,25,,33,Winter
1/9/1990,29,,37.5,Winter
1/10/1990,22,,44,Winter
1/11/1990,27,,41.5,Winter
1/12/1990,21,-2.7170177,38,Winter
1/13/1990,25,,30.5,Winter
1/14/1990,27,,34.5,Winter
1/15/1990,27,,42,Winter
1/16/1990,28,,47.5,Winter
1/17/1990,29,,51.5,Winter
1/18/1990,31,52.162094,59.5,Winter
1/19/1990,17,,42.5,Winter
1/20/1990,22,,38.5,Winter
1/21/1990,19,,48.5,Winter
1/22/1990,24,,41.5,Winter
1/23/1990,32,,43,Winter
1/24/1990,22,-1.6252687,52,Winter
1/25/1990,28,,51.5,Winter
1/26/1990,20,,43.5,Winter
1/27/1990,29,,38.5,Winter
1/28/1990,21,,47,Winter
1/29/1990,18,,42.5,Winter
1/30/1990,15,-19.742878,43.5,Winter
1/31/1990,29,,42.5,Winter
2/1/1990,28,,43.5,Winter
2/2/1990,18,,52.5,Winter
2/3/1990,28,,44.5,Winter
2/4/1990,17,,40.5,Winter
2/5/1990,28,-22.398035,37,Winter
2/6/1990,28,,46,Winter
2/7/1990,22,,49,Winter
2/8/1990,16,,46,Winter
2/9/1990,25,,51,Winter
2/10/1990,22,,49.5,Winter
2/11/1990,18,-19.174717,37.5,Winter
2/12/1990,29,,40,Winter
2/13/1990,18,,46.5,Winter
2/14/1990,22,,57.5,Winter
2/15/1990,22,,44,Winter
2/16/1990,19,,56,Winter
2/17/1990,19,-11.092592,47,Winter
2/18/1990,23,,32.5,Winter
2/19/1990,20,,50,Winter
2/20/1990,24,,36,Winter
2/21/1990,24,,36.5,Winter
2/22/1990,21,,46.5,Winter
2/23/1990,24,-8.4150944,55.5,Winter
2/24/1990,22,,39.5,Winter
2/25/1990,19,,24.5,Winter
2/26/1990,20,,21,Winter
2/27/1990,21,,27.5,Winter
2/28/1990,19,,37.5,Winter
3/1/1990,23,-6.0566039,36.5,Winter
3/2/1990,29,,38.5,Winter
3/3/1990,23,,51,Winter
3/4/1990,20,,34,Winter
3/5/1990,26,,36.5,Winter
3/6/1990,25,,38,Winter
3/7/1990,23,-0.33811814,28,Winter
3/8/1990,22,,32.5,Winter
3/9/1990,24,,46,Winter
3/10/1990,23,,52,Winter
3/11/1990,21,,55.5,Winter
3/12/1990,26,,67,Winter
3/13/1990,24,27.258574,73,Winter
3/14/1990,29,,67.5,Winter
3/15/1990,30,,66.5,Winter
3/16/1990,30,,67,Winter
3/17/1990,14,,61.5,Winter
3/18/1990,17,,54.5,Winter
3/19/1990,25,-22.061764,50,Winter
3/20/1990,30,,37.5,Winter
3/21/1990,16,,44,Winter
3/22/1990,19,,50,Winter
3/23/1990,18,,56,Winter
3/24/1990,12,,37.5,Winter
3/25/1990,23,-21.19945,39.5,Winter
3/26/1990,17,,42,Winter
3/27/1990,24,,38.5,Winter
3/28/1990,27,,39.5,Winter
3/29/1990,22,,45,Winter
3/30/1990,18,,42.5,Winter
3/31/1990,16,-23.292662,44,Winter
4/1/1990,26,,49.5,Spring
4/2/1990,23,,52,Spring
4/3/1990,21,,48,Spring
4/4/1990,16,,42.5,Spring
4/5/1990,25,,53,Spring
4/6/1990,24,-7.0999799,43,Spring
4/7/1990,23,,40,Spring
4/8/1990,14,,40.5,Spring
4/9/1990,25,,46.5,Spring
4/10/1990,33,,58,Spring
4/11/1990,14,,53.5,Spring
4/12/1990,21,-16.980392,41.5,Spring
4/13/1990,11,,39.5,Spring
4/14/1990,22,,48,Spring
4/15/1990,20,,58.5,Spring
4/16/1990,23,,55.5,Spring
4/17/1990,16,,57,Spring
4/18/1990,17,-11.954453,46,Spring
4/19/1990,19,,47.5,Spring
4/20/1990,20,,57,Spring
4/21/1990,21,,60.5,Spring
4/22/1990,29,,60,Spring
4/23/1990,22,,65,Spring
4/24/1990,9,5.4372134,62,Spring
4/25/1990,20,,65,Spring
4/26/1990,24,,79.5,Spring
4/27/1990,24,,77,Spring
4/28/1990,17,,77,Spring
4/29/1990,20,,63.5,Spring
4/30/1990,20,-10.32322,58.5,Spring
5/1/1990,20,,63.5,Spring
5/2/1990,26,,64,Spring
5/3/1990,14,,57.5,Spring
5/4/1990,15,,56,Spring
5/5/1990,24,,63.5,Spring
5/6/1990,27,-8.7358494,58,Spring
5/7/1990,19,,60.5,Spring
5/8/1990,20,,66,Spring
5/9/1990,26,,67.5,Spring
5/10/1990,19,,63.5,Spring
5/11/1990,21,,57,Spring
5/12/1990,22,-8.9911861,52.5,Spring
5/13/1990,22,,64.5,Spring
5/14/1990,28,,65.5,Spring
5/15/1990,18,,63.5,Spring
5/16/1990,16,,71.5,Spring
5/17/1990,27,,74,Spring
5/18/1990,14,1.484296,66,Spring
5/19/1990,17,,63,Spring
5/20/1990,20,,69,Spring
5/21/1990,17,,58.5,Spring
5/22/1990,29,,56,Spring
5/23/1990,23,,58.5,Spring
5/24/1990,14,-14.711864,63,Spring
5/25/1990,23,,62.5,Spring
5/26/1990,19,,63.5,Spring
5/27/1990,22,,61.5,Spring
5/28/1990,17,,62.5,Spring
5/29/1990,25,,57.5,Spring
5/30/1990,17,-23.694916,62.5,Spring
5/31/1990,16,,61,Spring
6/1/1990,25,,66,Spring
6/2/1990,13,,73,Spring
6/3/1990,19,,75.5,Spring
6/4/1990,24,,66,Spring
6/5/1990,15,-3.4183359,60,Spring
6/6/1990,21,,68.5,Spring
6/7/1990,26,,75,Spring
6/8/1990,25,,74,Spring
6/9/1990,25,,80,Spring
6/10/1990,20,,74,Spring
6/11/1990,22,-10.160714,67,Spring
6/12/1990,22,,67.5,Spring
6/13/1990,16,,66.5,Spring
6/14/1990,21,,72.5,Spring
6/15/1990,23,,67.5,Spring
6/16/1990,19,,71.5,Spring
6/17/1990,30,11.181386,74.5,Spring
6/18/1990,23,,76.5,Spring
6/19/1990,22,,76,Spring
6/20/1990,25,,71.5,Spring
6/21/1990,21,,79,Spring
6/22/1990,11,,76.5,Spring
6/23/1990,21,10.099892,76.5,Spring
6/24/1990,18,,70,Spring
6/25/1990,16,,69,Spring
6/26/1990,18,,74.5,Spring
6/27/1990,19,,79,Spring
6/28/1990,15,,81,Spring
6/29/1990,14,25.576271,83,Spring
6/30/1990,21,,83,Spring
7/1/1990,21,,80,Summer
7/2/1990,27,,74,Summer
7/3/1990,17,,76.5,Summer
7/4/1990,26,,82,Summer
7/5/1990,25,11.062006,87,Summer
7/6/1990,21,,80,Summer
7/7/1990,25,,74,Summer
7/8/1990,14,,76.5,Summer
7/9/1990,20,,87,Summer
7/10/1990,26,,85,Summer
7/11/1990,17,12.696304,74,Summer
7/12/1990,18,,77.5,Summer
7/13/1990,19,,64,Summer
7/14/1990,22,,74,Summer
7/15/1990,20,,79,Summer
7/16/1990,21,,75,Summer
7/17/1990,19,13.327586,76.5,Summer
7/18/1990,14,,78.5,Summer
7/19/1990,30,,83.5,Summer
7/20/1990,23,,81,Summer
7/21/1990,24,,79.5,Summer
7/22/1990,22,,79.5,Summer
7/23/1990,22,9.3559322,80.5,Summer
7/24/1990,17,,77,Summer
7/25/1990,29,,77,Summer
7/26/1990,26,,79.5,Summer
7/27/1990,15,,77.5,Summer
7/28/1990,21,,77.5,Summer
7/29/1990,11,-15.661017,77,Summer
7/30/1990,22,,76,Summer
7/31/1990,18,,80,Summer
8/1/1990,25,,71.5,Summer
8/2/1990,22,,72.5,Summer
8/3/1990,13,,75,Summer
8/4/1990,24,12.421417,76,Summer
8/5/1990,8,,75,Summer
8/6/1990,20,,74.5,Summer
8/7/1990,22,,75.5,Summer
8/8/1990,23,,75.5,Summer
8/9/1990,13,,69,Summer
8/10/1990,20,8.5,72.5,Summer
8/11/1990,20,,77.5,Summer
8/12/1990,16,,77,Summer
8/13/1990,19,,80,Summer
8/14/1990,20,,77,Summer
8/15/1990,15,,75,Summer
8/16/1990,23,7.3275862,77,Summer
8/17/1990,24,,76.5,Summer
8/18/1990,25,,76.5,Summer
8/19/1990,12,,78.5,Summer
8/20/1990,18,,65.5,Summer
8/21/1990,24,,65.5,Summer
8/22/1990,21,-12.610169,67,Summer
8/23/1990,21,,68.5,Summer
8/24/1990,20,,74,Summer
8/25/1990,21,,75.5,Summer
8/26/1990,12,,78,Summer
8/27/1990,19,,79,Summer
8/28/1990,19,33.559322,80,Summer
8/29/1990,15,,78,Summer
8/30/1990,14,,72.5,Summer
8/31/1990,16,,71.5,Summer
9/1/1990,20,,72,Summer
9/2/1990,15,,77,Summer
9/3/1990,18,13.96,75.5,Summer
9/4/1990,19,,69.5,Summer
9/5/1990,14,,70,Summer
9/6/1990,10,,77,Summer
9/7/1990,17,,80,Summer
9/8/1990,22,,68.5,Summer
9/9/1990,21,-12.672414,67,Summer
9/10/1990,19,,74.5,Summer
9/11/1990,18,,73.5,Summer
9/12/1990,15,,76,Summer
9/13/1990,26,,70.5,Summer
9/14/1990,14,,71,Summer
9/15/1990,15,0.74666667,71,Summer
9/16/1990,21,,63.5,Summer
9/17/1990,18,,56,Summer
9/18/1990,27,,54.5,Summer
9/19/1990,16,,58,Summer
9/20/1990,16,,67.5,Summer
9/21/1990,20,-7.6103897,61,Summer
9/22/1990,32,,67,Summer
9/23/1990,17,,58,Summer
9/24/1990,26,,55.5,Summer
9/25/1990,31,,59,Summer
9/26/1990,14,,58.5,Summer
9/27/1990,21,17.29114,64,Summer
9/28/1990,29,,65.5,Summer
9/29/1990,20,,69.5,Summer
9/30/1990,16,,70,Summer
10/1/1990,16,,61,Autumn
10/2/1990,25,,61.5,Autumn
10/3/1990,15,-0.66101694,59,Autumn
10/4/1990,20,,64.5,Autumn
10/5/1990,22,,62.5,Autumn
10/6/1990,16,,69,Autumn
10/7/1990,28,,68,Autumn
10/8/1990,23,,70,Autumn
10/9/1990,17,5.3275862,77.5,Autumn
10/10/1990,23,,73.5,Autumn
10/11/1990,21,,72.5,Autumn
10/12/1990,13,,73,Autumn
10/13/1990,17,,75,Autumn
10/14/1990,18,,70.5,Autumn
10/15/1990,20,-7.9844465,65.5,Autumn
10/16/1990,17,,58,Autumn
10/17/1990,20,,60.5,Autumn
10/18/1990,15,,62,Autumn
10/19/1990,21,,50.5,Autumn
10/20/1990,16,,48.5,Autumn
10/21/1990,25,-12.85,52.5,Autumn
10/22/1990,18,,60.5,Autumn
10/23/1990,18,,63.5,Autumn
10/24/1990,15,,57,Autumn
10/25/1990,21,,55,Autumn
10/26/1990,15,,46.5,Autumn
10/27/1990,19,-16,44,Autumn
10/28/1990,25,,51,Autumn
10/29/1990,24,,46,Autumn
10/30/1990,21,,47.5,Autumn
10/31/1990,22,,56.5,Autumn
11/1/1990,20,,59,Autumn
11/2/1990,19,42.836067,61.5,Autumn
11/3/1990,33,,64,Autumn
11/4/1990,33,,60,Autumn
11/5/1990,26,,58.5,Autumn
11/6/1990,19,,55,Autumn
11/7/1990,18,,44,Autumn
11/8/1990,23,-2.9032259,40,Autumn
11/9/1990,35,,42.5,Autumn
11/10/1990,27,,51.5,Autumn
11/11/1990,37,,47,Autumn
11/12/1990,20,,44,Autumn
11/13/1990,21,,40,Autumn
11/14/1990,25,-19.663158,41.5,Autumn
11/15/1990,17,,50,Autumn
11/16/1990,21,,56.5,Autumn
11/17/1990,27,,49.5,Autumn
11/18/1990,22,,41.5,Autumn
11/19/1990,24,,41,Autumn
11/20/1990,14,-12.670103,45,Autumn
11/21/1990,24,,43.5,Autumn
11/22/1990,22,,45.5,Autumn
11/23/1990,18,,55.5,Autumn
11/24/1990,29,,47.5,Autumn
11/25/1990,27,,56.5,Autumn
11/26/1990,23,-12.806123,54.5,Autumn
11/27/1990,18,,55.5,Autumn
11/28/1990,23,,59.5,Autumn
11/29/1990,17,,54,Autumn
11/30/1990,22,,37,Autumn
12/1/1990,21,,41.5,Autumn
12/2/1990,16,0.27000001,45.5,Autumn
12/3/1990,23,,49,Autumn
12/4/1990,29,,47.5,Autumn
12/5/1990,16,,33.5,Autumn
12/6/1990,23,,38.5,Autumn
12/7/1990,22,,41,Autumn
12/8/1990,14,0.60655737,45,Autumn
12/9/1990,16,,42.5,Autumn
12/10/1990,30,,46.5,Autumn
12/11/1990,21,,36.5,Autumn
12/12/1990,21,,40.5,Autumn
12/13/1990,19,,51,Autumn
12/14/1990,18,2.3398058,35.5,Autumn
12/15/1990,18,,36.5,Autumn
12/16/1990,20,,43.5,Autumn
12/17/1990,23,,39,Autumn
12/18/1990,12,,54,Autumn
12/19/1990,15,,42.5,Autumn
12/20/1990,22,-21.245901,39,Autumn
12/21/1990,14,,47,Autumn
12/22/1990,25,,55,Autumn
12/23/1990,30,,64,Autumn
12/24/1990,20,,45.5,Autumn
12/25/1990,15,,26,Autumn
12/26/1990,24,-19.672413,30,Autumn
12/27/1990,20,,26.5,Autumn
12/28/1990,17,,32,Autumn
12/29/1990,21,,34.5,Autumn
12/30/1990,18,,52,Autumn
12/31/1990,19,,45.5,Autumn
1/1/1991,25,-28.672413,31,Winter
1/2/1991,26,,37.5,Winter
1/3/1991,19,,35.5,Winter
1/4/1991,20,,33,Winter
1/5/1991,21,,31,Winter
1/6/1991,20,,39.5,Winter
1/7/1991,27,-3.480351,33,Winter
1/8/1991,18,,26,Winter
1/9/1991,19,-19.232143,36,Winter
1/10/1991,22,,39.5,Winter
1/11/1991,20,,33.5,Winter
1/12/1991,34,,37.5,Winter
1/13/1991,20,-15.970136,33.5,Winter
1/14/1991,15,,33,Winter
